Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,01.12.2021;14:40:43003
0.5,16.0,0,0,0,0.0,0.695
1.5,33.0,0,0,0,0.0,2.233
2.5,50.0,95,0,0,0.779,2.652
3.5,66.0,69,0,0,0.011,3.491
4.5,83.0,83,0,0,0.011,4.498
5.5,100.0,99,0,0,0.029,5.493
6.5,116.0,116,0,0,0.008,6.496
7.5,133.0,87,0,0,0.041,7.545
8.5,150.0,193,0,0,0.045,8.494
9.5,166.0,169,0,0,0.026,9.502
10.5,183.0,173,0,0,0.059,10.498
11.5,200.0,199,0,0,0.06,11.502
12.5,216.0,97,0,0,0.159,12.493
13.5,233.0,195,0,0,0.03,13.491
14.5,250.0,397,0,0,0.626,14.498
15.5,266.0,281,0,0,0.069,15.536
16.5,283.0,281,0,0,0.082,16.498
17.5,300.0,224,0,0,0.092,17.492
18.5,316.0,401,0,0,0.155,18.496
19.5,333.0,331,0,0,0.019,19.492
20.5,350.0,344,0,0,0.03,20.498
21.5,366.0,363,0,0,0.033,21.493
22.5,383.0,385,0,0,0.039,22.492
23.5,400.0,358,0,0,0.076,23.491
24.5,416.0,414,0,0,0.051,24.496
25.5,433.0,484,0,0,0.084,25.489
26.5,450.0,446,0,0,0.02,26.491
27.5,466.0,450,0,0,0.028,27.488
28.5,483.0,491,0,0,0.039,28.491
29.5,500.0,500,0,0,0.037,29.506
30.5,516.0,522,0,0,0.027,30.492
31.5,533.0,534,0,0,0.031,31.488
32.5,550.0,546,0,0,0.022,32.497
33.5,566.0,560,0,0,0.035,33.502
34.5,583.0,590,0,0,0.038,34.493
35.5,600.0,593,0,0,0.025,35.487
36.5,616.0,622,0,0,0.028,36.49
37.5,633.0,628,0,0,0.025,37.497
38.5,650.0,628,0,0,0.038,38.492
39.5,666.0,677,0,0,0.039,39.49
40.5,683.0,698,0,0,0.04,40.493
41.5,700.0,695,0,0,0.021,41.488
42.5,716.0,719,0,0,0.062,42.501
43.5,733.0,747,0,0,0.044,43.511
44.5,750.0,735,0,0,0.035,44.492
45.5,766.0,748,0,0,0.028,45.489
46.5,783.0,736,0,0,0.049,46.488
47.5,800.0,849,0,0,0.039,47.501
48.5,816.0,834,0,0,0.047,48.493
49.5,833.0,794,0,0,0.034,49.488
50.5,850.0,898,0,0,0.048,50.503
51.5,866.0,856,0,0,0.029,51.488
52.5,883.0,843,0,0,0.028,52.494
53.5,900.0,941,0,0,0.063,53.493
54.5,916.0,906,0,0,0.032,54.487
55.5,933.0,916,0,0,0.031,55.498
56.5,950.0,938,0,0,0.125,56.495
57.5,966.0,961,0,0,0.048,57.491
58.5,983.0,957,0,0,0.034,58.49
59.5,1000.0,928,0,0,0.096,59.491
60.5,1016.0,970,0,0,0.152,60.491
61.5,1033.0,1227,0,0,0.156,61.51
62.5,1050.0,1023,0,0,0.057,62.494
63.5,1066.0,977,0,0,0.071,63.486
64.5,1083.0,1168,0,0,0.048,64.493
65.5,1100.0,996,0,0,0.064,65.496
66.5,1116.0,1068,0,0,0.127,66.507
67.5,1133.0,1029,0,0,0.176,67.513
68.5,1150.0,1076,0,0,0.245,68.491
69.5,1166.0,1006,0,0,0.232,69.498
70.5,1183.0,1192,0,0,0.238,70.505
71.5,1200.0,1306,0,0,0.193,71.49
72.5,1216.0,1138,0,0,0.229,72.488
73.5,1233.0,1327,0,0,0.19,73.494
74.5,1250.0,1046,0,0,0.226,74.49
75.5,1266.0,965,0,0,0.265,75.491
76.5,1283.0,1244,0,0,0.214,76.493
77.5,1300.0,1128,0,0,0.215,77.487
78.5,1316.0,1019,0,0,0.258,78.499
79.5,1333.0,1201,0,0,0.22,79.488
80.5,1350.0,1232,0,0,0.208,80.492
81.5,1366.0,1090,0,0,0.215,81.493
82.5,1383.0,1491,0,0,0.189,82.504
83.5,1400.0,1103,0,0,0.227,83.493
84.5,1416.0,1324,0,0,0.185,84.492
85.5,1433.0,991,0,0,0.249,85.502
86.5,1450.0,1131,0,0,0.232,86.492
87.5,1466.0,1243,0,0,0.188,87.498
88.5,1483.0,1249,0,0,0.215,88.494
89.5,1500.0,912,0,0,0.239,89.489
90.5,1516.0,1065,0,0,0.274,90.501
91.5,1533.0,1031,0,0,0.257,91.494
92.5,1550.0,1051,0,0,0.236,92.492
93.5,1566.0,1223,0,0,0.224,93.502
94.5,1583.0,977,0,0,0.224,94.489
95.5,1600.0,1080,0,0,0.248,95.49
96.5,1616.0,1367,0,0,0.206,96.5
97.5,1633.0,1045,0,0,0.221,97.498
98.5,1650.0,1118,0,0,0.248,98.498
99.5,1666.0,1077,0,0,0.213,99.492
100.5,1683.0,1084,0,0,0.225,100.496
101.5,1700.0,1273,0,0,0.213,101.492
102.5,1716.0,1101,0,0,0.231,102.494
103.5,1733.0,1069,0,0,0.242,103.49
104.5,1750.0,1242,0,0,0.209,104.487
105.5,1766.0,1002,0,0,0.229,105.501
106.5,1783.0,806,0,0,0.319,106.491
107.5,1800.0,1106,0,0,0.248,107.492
108.5,1816.0,1113,0,0,0.229,108.488
109.5,1833.0,1416,0,0,0.189,109.499
110.5,1850.0,1270,0,0,0.197,110.494
111.5,1866.0,1317,0,0,0.196,111.498
112.5,1883.0,1002,0,0,0.23,112.489
113.5,1900.0,1337,0,0,0.203,113.497
114.5,1916.0,1336,0,0,0.204,114.498
115.5,1933.0,1204,0,0,0.199,115.512
116.5,1950.0,1186,0,0,0.204,116.49
117.5,1966.0,1368,0,0,0.199,117.509
118.5,1983.0,869,0,0,0.261,118.499
119.5,2000.0,1214,0,0,0.232,119.491
120.5,0.0,1301,0,0,0.196,120.5
121.5,0.0,1211,0,0,0.212,121.5
122.5,0.0,1213,0,0,0.193,122.5
123.5,0.0,940,0,0,0.258,123.5
124.5,0.0,1429,0,0,0.199,124.5
125.5,0.0,1098,0,0,0.215,125.5
126.5,0.0,970,0,0,0.274,126.5
127.5,0.0,987,0,0,0.243,127.5
128.5,0.0,1159,0,0,0.236,128.5
129.5,0.0,1067,0,0,0.244,129.5
130.5,0.0,1032,0,0,0.23,130.5
131.5,0.0,999,0,0,0.224,131.5
132.5,0.0,1266,0,0,0.229,132.5
133.5,0.0,946,0,0,0.242,133.5
134.5,0.0,1149,0,0,0.235,134.5
135.5,0.0,1138,0,0,0.229,135.5
136.5,0.0,1124,0,0,0.248,136.5
137.5,0.0,1027,0,0,0.204,137.5
138.5,0.0,1255,0,0,0.238,138.5
139.5,0.0,1104,0,0,0.214,139.5
